Name,Has_Broader,Broader_Term
Lupinus peirsonii,yes,Lupinus
Lupinus richardianus,yes,Lupinus
Lupinus tidestromii var. layneae,no,
Luzula canariensis,yes,Luzula
Luzula comosa,yes,Luzula
Luzuriaga parviflora,yes,Luzuriaga
Lycaste barringtoniae,yes,Lycaste
Lycaste cochleata,yes,Lycaste
Lycaste crinita,yes,Lycaste
Lycaste denningiana,yes,Lycaste
Lycaste dowiana,yes,Lycaste
Lycaste dyeriana,yes,Lycaste
Lycaste gigantea,yes,Lycaste
Lycaste leucantha,yes,Lycaste
Lycaste locusta,yes,Lycaste
Lycaste longiscapa,yes,Lycaste
Lycaste longisepala,yes,Lycaste
Lycaste macrophylla var. desboisiana,no,
Lycaste powellii,yes,Lycaste
Lycaste schilleriana,yes,Lycaste
Lycaste virginalis,yes,Lycaste
Lycaste xytriophora,yes,Lycaste
Lycium sokotranum,yes,Lycium
Lycopersicon hirsutum,yes,Lycopersicon
Lycopodium complanatum,yes,Lycopodium
Lycopodium taxifolium,yes,Lycopodium
Lygodium reticulatum,yes,Lygodium
Lysiloma watsonii,yes,Lysiloma
Maba,yes,EBENACEAE
Maba sandwicensis,yes,Maba
Maba sandwicensis var. pubescens,yes,Maba sandwicensis
Maba warneckei,yes,Maba
Macadamia ternifolia,yes,Macadamia
Macgregoria,yes,CELASTRACEAE
Macgregoria racemigera,yes,Macgregoria
Macromeria,yes,BORAGINACEAE
Macromeria discolor,yes,Macromeria
Macropidia,yes,HAEMODORACEAE
Macropidia fuliginosa,yes,Macropidia
Macrosiphonia hesperia,yes,Macrosiphonia
Maerua juncea,yes,Maerua
Magnolia ×,no,
Magnolia ashei Weath.,yes,Magnolia
Magnolia Ã— veitchii,no,
Magnolia sargentiana,yes,Magnolia
Magnolia sargentiana var. robusta,yes,Magnolia sargentiana
Magydaris pastinacea,yes,Magydaris
Maidenia,yes,HYDROCHARITACEAE
Malacocarpus,yes,NITRARIACEAE
Malacocarpus erinaceus,yes,Malacocarpus
Malacocarpus vorwerkianus,yes,Malacocarpus
Malacothrix californica,yes,Malacothrix
Malacothrix californica var. glabrata,yes,Malacothrix californica
Malacothrix saxatilis var. tenuifolia,no,
Malpighia,yes,MALPIGHIACEAE
Malpighia glabra,yes,Malpighia
Malus ×,no,
Malus Ã— arnoldiana,no,
Malus Ã— floribunda,no,
Malus baccata var. himalaica,no,
Malus rockii,yes,Malus
Mamillopsis,yes,CACTACEAE
Mamillopsis diguetii,yes,Mamillopsis
Mammea,yes,CALOPHYLLACEAE
Mammea americana,yes,Mammea
Mammillaria albiflora,yes,Mammillaria
Mammillaria aurihamata,yes,Mammillaria
Mammillaria baumii,yes,Mammillaria
Mammillaria blossfeldiana var. shurliana,no,
Mammillaria boedekeriana,yes,Mammillaria
Mammillaria coahuilensis,yes,Mammillaria
Mammillaria columbiana,yes,Mammillaria
Mammillaria cylindracea,yes,Mammillaria
Mammillaria deherdtiana,yes,Mammillaria
Mammillaria droegeana,yes,Mammillaria
Mammillaria goodrichii,yes,Mammillaria
Mammillaria graessneriana,yes,Mammillaria
Mammillaria insularis,yes,Mammillaria
Mammillaria mainiae,yes,Mammillaria
Mammillaria mendeliana,yes,Mammillaria
Mammillaria morganiana,yes,Mammillaria
Mammillaria nejapensis Craig &amp; Dawson var. longispina Craig &amp; Dawson,yes,Mammillaria nejapensis Craig &amp; Dawson
Mammillaria neopalmeri,yes,Mammillaria
Mammillaria nivosa,yes,Mammillaria
Mammillaria patonii,yes,Mammillaria
Mammillaria patonii var. sinalensis,yes,Mammillaria patonii
Mammillaria praelii,yes,Mammillaria
Mammillaria prolifera var. texana,no,
Mammillaria pseudoalamensis,yes,Mammillaria
Mammillaria pusilla,yes,Mammillaria
Mammillaria simplex,yes,Mammillaria
Mammillaria trichacantha,yes,Mammillaria
Mammillaria woodsii,yes,Mammillaria
Manihot glaziovii,yes,Manihot
Marah gilensis,yes,Marah
Marattia douglasii,yes,Marattia
Marattia excavata,yes,Marattia
Marcetella moquiniana,yes,Marcetella
Marianthus,yes,PITTOSPORACEAE
Marianthus erubescens,yes,Marianthus
Marianthus pictus,yes,Marianthus
Marianthus ringens,yes,Marianthus
Marsilea hirsuta,yes,Marsilea
Martinezia,yes,ARECACEAE
Martinezia caryotifolia,yes,Martinezia
Martynia,yes,MARTYNIACEAE
Martynia lutea,yes,Martynia
Masdevallia aequatorialis,yes,Masdevallia
Masdevallia amabilis,yes,Masdevallia
Masdevallia calura,yes,Masdevallia
Masdevallia cinnamomea,yes,Masdevallia
Masdevallia horrida,yes,Masdevallia
Masdevallia leontoglossa,yes,Masdevallia
Mathewsia,yes,BRASSICACEAE
Mathewsia foliosa,yes,Mathewsia
Matthaea,yes,MONIMIACEAE
Matthaea sancta Blume,yes,Matthaea
Matucana yanganucensis,yes,Matucana
Maughania,yes,FABACEAE
Maurandya antirrhiniflora,yes,Maurandya
Maurandya coccinea,yes,Maurandya
Maurandya erecta,yes,Maurandya
Maxillaria aurea,yes,Maxillaria
Maxillaria aurea var. gigantea,yes,Maxillaria aurea
Maxillaria cucullata,yes,Maxillaria
Maxillaria fuerstenbergiana,yes,Maxillaria
Maxillaria nagelii,yes,Maxillaria
Maxillaria reichenheimiana,yes,Maxillaria
Maxillaria sanderiana,yes,Maxillaria
Maxillaria saxatilis,yes,Maxillaria
Mecodium,yes,HYMENOPHYLLACEAE
Mecodium oligosorum,yes,Mecodium
Meconella oregana,yes,Meconella
Meconopsis betonicifolia,yes,Meconopsis
Meconopsis dhwojii,yes,Meconopsis
Meconopsis gracilipes,yes,Meconopsis
Meconopsis prattii,yes,Meconopsis
Meconopsis regia,yes,Meconopsis
Meconopsis rudis,yes,Meconopsis
Meconopsis villosa,yes,Meconopsis
Mediocactus coccineus,yes,Mediocactus
Mediolobivia aureiflora,yes,Mediolobivia
Mediolobivia aureiflora var. rubriflora,yes,Mediolobivia aureiflora
Mediolobivia pygmaea var. flavovirens,no,
Megacarpaea,yes,BRASSICACEAE
Megacarpaea orbiculata,yes,Megacarpaea
Melaleuca armillaris,yes,Melaleuca
Melaleuca halmaturorum,yes,Melaleuca
Melaleuca incana,yes,Melaleuca
Melaleuca leucadendra,yes,Melaleuca
Melaleuca quadrifaria,yes,Melaleuca
Melaleuca steedmanii,yes,Melaleuca
Melaleuca wilsonii,yes,Melaleuca
Melhania,yes,MALVACEAE
Melhania incana,yes,Melhania
Melhania prostrata,yes,Melhania
Melica canariensis,yes,Melica
Melicytus lanceolatus,yes,Melicytus
Melilotus altissimus,yes,Melilotus
Melilotus indicus,yes,Melilotus
Melocactus broadwayi,yes,Melocactus
Melocactus obtusipetalus,yes,Melocactus
Melocactus oreas,yes,Melocactus
Melochia,yes,MALVACEAE
Melochia pyramidata,yes,Melochia
Mentha insularis,yes,Mentha
Mentzelia involucrata,yes,Mentzelia
Meon,yes,APIACEAE
Meonitis,yes,APIACEAE
Meriania,yes,MELASTOMATACEAE
Meriania tetragona,yes,Meriania
Merremia aurea,yes,Merremia
Mesembryanthemum dimorphum,yes,Mesembryanthemum
Messerschmidia,yes,BORAGINACEAE
Messerschmidia angustifolia,yes,Messerschmidia
Messerschmidia fruticosa,yes,Messerschmidia
Metaxya,yes,CYATHEACEAE
Metaxya rostrata,yes,Metaxya
Meterostachys,yes,CRASSULACEAE
Meterostachys sikokianus,yes,Meterostachys
Metrosideros carminea,yes,Metrosideros
Miconia hookeriana,yes,Miconia
Microcoelia caespitosa,yes,Microcoelia
Microcybe,yes,RUTACEAE
Microcybe multiflora,yes,Microcybe
Microlepia proxima,yes,Microlepia
Micromyrtus rosea,yes,Micromyrtus
Microsorum buergerianum,yes,Microsorum
Microsorum subhastatum,yes,Microsorum
Microstrobos,yes,PODOCARPACEAE
Microstrobos fitzgeraldii,yes,Microstrobos
Microstrobos niphophilus,yes,Microstrobos
Microtropis,yes,CELASTRACEAE
Microtropis contracta,yes,Microtropis
Mila cereoides,yes,Mila
Mila pugionifera,yes,Mila
Milium,yes,POACEAE
Milium effusum,yes,Milium
Millettia oblata,yes,Millettia
Miltonia flavescens,yes,Miltonia
Miltonia regnellii,yes,Miltonia
Mimetes,yes,PROTEACEAE
Mimetes lyriger,yes,Mimetes
Mimosa elegans,yes,Mimosa
Mimosa uraguensis,yes,Mimosa
Mimulus aridus,yes,Mimulus
Mimulus bigelovii,yes,Mimulus
Mimulus bigelovii var. cuspidatus,yes,Mimulus bigelovii
Mimulus inconspicuus,yes,Mimulus
Mimulus nasutus,yes,Mimulus
Mimulus nelsonii,yes,Mimulus
Mimulus parviflorus,yes,Mimulus
Mimulus parviflorus var. externus,yes,Mimulus parviflorus
Mimulus torreyi,yes,Mimulus
Mimulus verbenaceus,yes,Mimulus
Mimusops,yes,SAPOTACEAE
Mimusops elengi,yes,Mimusops
Mimusops kirkii,yes,Mimusops
Mimusops zeyheri,yes,Mimusops
Minuartia meyeri,yes,Minuartia
MISODENDRACEAE,no,
Mitella diversifolia,yes,Mitella
Mitella pentandra,yes,Mitella
Mitolepis,yes,APOCYNACEAE
Mitolepis intricata,yes,Mitolepis
Moehringia,yes,CARYOPHYLLACEAE
Moehringia muscosa,yes,Moehringia
Mohavea breviflora,yes,Mohavea
Mollugo,yes,MOLLUGINACEAE
Mollugo nudicaulis,yes,Mollugo
Mollugo verticillata,yes,Mollugo
Monadenium arborescens,yes,Monadenium
Monanthes adenoscepes,yes,Monanthes
Monanthes anagensis,yes,Monanthes
Monanthes niphophila,yes,Monanthes
Monanthes pallens,yes,Monanthes
Monanthes pallens var. silensis,yes,Monanthes pallens
Monanthes polyphylla,yes,Monanthes
Monanthes silensis,yes,Monanthes
Monanthes subcrassicaulis,yes,Monanthes
Monardella cinerea,yes,Monardella
Monardella nana,yes,Monardella
Monardella neglecta,yes,Monardella
Monilaria brevifolia,yes,Monilaria
Monium,yes,POACEAE
Monnina arenicola,yes,Monnina
Monnina guatemalensis,yes,Monnina
Monochaetum cordatum,yes,Monochaetum
Monochaetum floribundum,yes,Monochaetum
Monochaetum lineatum,yes,Monochaetum
Monochaetum neglectum,yes,Monochaetum
Monochaetum talamancense,yes,Monochaetum
Monolopia major,yes,Monolopia
Monopyle,yes,GESNERIACEAE
Monstera acuminata,yes,Monstera
Moraea loubseri,yes,Moraea
Moraea spathulata,yes,Moraea
Moraea zambesiaca,yes,Moraea
Morella javanica (Blume) I.M. Turner,yes,Morella californica (Cham. &amp; Schltdl.) Wilbur
Morenia,yes,ARECACEAE
Morenia fragrans,yes,Morenia
Morina,yes,MORINACEAE
MORINACEAE,no,
Morina kokanica,yes,Morina
Morina longifolia,yes,Morina
Morinda citrifolia,yes,Morinda
Mormodes colossus,yes,Mormodes
Mormodes ignea,yes,Mormodes
Mormodes skinneri,yes,Mormodes
Mormodes vinacea,yes,Mormodes
Mormolyca peruviana,yes,Mormolyca
Muco,yes,CAPPARACEAE
Mucuna utilis,yes,Mucuna
Muhlenbergia jonesii,yes,Muhlenbergia
Muhlenbergia montana,yes,Muhlenbergia
Musa ×,no,
Musa Ã— sapientum,no,
Mussaenda arcuata,yes,Mussaenda
Mutisia clematis,yes,Mutisia
Mutisia ilicifolia,yes,Mutisia
MYODOCARPACEAE,no,
Myoporum acuminatum,yes,Myoporum
Myoporum debile,yes,Myoporum
Myosotis colensoi,yes,Myosotis
Myosotis eximia,yes,Myosotis
Myosurus,yes,RANUNCULACEAE
Myosurus minimus,yes,Myosurus
Myrciaria,yes,MYRTACEAE
Myrciaria jaboticaba,yes,Myrciaria
Myricaria germanica,yes,Myricaria
Myriocephalus stuartii,yes,Myriocephalus
Myriophyllum spicatum,yes,Myriophyllum
Myriophyllum spicatum subsp. exalbescens,yes,Myriophyllum spicatum
Myristica cagayanensis,yes,Myristica
Myrrhidendron chirripoense,yes,Myrrhidendron
Myrteola microphylla,yes,Myrteola
Myrtus bullata,yes,Myrtus
Myrtus communis var. microphylla,no,
Namibia,yes,AIZOACEAE
Namibia ponderosa,yes,Namibia
Nananthus aloides,yes,Nananthus
Nananthus vittatus,yes,Nananthus
Napoleona,yes,LECYTHIDACEAE
Narcissus gaditanus Boiss. &amp; Reut.,yes,Narcissus
Narcissus obsoletus (Haw.) Spach,yes,Narcissus
Nebelia laevis,yes,Nebelia
Negria,yes,GESNERIACEAE
Negria rhabdothamnoides,yes,Negria
Neobesseya,yes,CACTACEAE
Neobesseya missouriensis,yes,Neobesseya
Neochilenia iquiquensis,yes,Neochilenia
Neochilenia reichei,yes,Neochilenia
Neochilenia scoparia,yes,Neochilenia
Neolloydia beguinii,yes,Neolloydia
Neolloydia ceratites,yes,Neolloydia
Neolloydia saueri,yes,Neolloydia
Neolloydia texensis,yes,Neolloydia
Neopanax,yes,ARALIACEAE
Neopanax arboreus,yes,Neopanax
Neoporteria intermedia,yes,Neoporteria
Neoporteria nigricans,yes,Neoporteria
Nepenthes sumatrana (Miq.) Beck ex Tamin &amp; M. Hotta,yes,Nepenthes
Nephrolepis cordifolia,yes,Nephrolepis
Nephrolepis undulata,yes,Nephrolepis
Neptunia oleracea,yes,Neptunia
Nertera ciliata,yes,Nertera
Neurada,no,
Neurada procumbens,yes,Neurada
Neurada procumbens var. stellata,yes,Neurada procumbens
Nicandra,yes,SOLANACEAE
Nicandra physalodes,yes,Nicandra
Nicotiana attenuata,yes,Nicotiana
Nicotiana excelsior,yes,Nicotiana
Nicotiana glutinosa,yes,Nicotiana
Nicotiana longiflora,yes,Nicotiana
Nicotiana paniculata,yes,Nicotiana
Nicotiana plumbaginifolia,yes,Nicotiana
Nicotiana raimondii,yes,Nicotiana
Nicotiana setchellii,yes,Nicotiana
Nicotiana simulans,yes,Nicotiana
Nicotiana thyrsiflora,yes,Nicotiana
Nicotiana tomentosa var. tomentosa,no,
Nidularium,yes,BROMELIACEAE
Nigella bucharica,yes,Nigella
Niphogeton,yes,APIACEAE
Niphogeton chirripoi,yes,Niphogeton
Nirarathamnos,yes,APIACEAE
Nirarathamnos asarifolius,yes,Nirarathamnos
Nitraria,yes,NITRARIACEAE
NITRARIACEAE,no,
Nitraria schoberi,yes,Nitraria
Nolana mollis,yes,Nolana
Nolina lindheimeriana,yes,Nolina
Nopalea,yes,CACTACEAE
Nopalea karwinskiana,yes,Nopalea
Nopalea nuda,yes,Nopalea
Nopalxochia ackermannii,yes,Nopalxochia
Nopalxochia macdougallii,yes,Nopalxochia
Nopalxochia phyllanthoides,yes,Nopalxochia
NOTHOFAGACEAE,no,
Nothofagus pumilio,yes,Nothofagus
Notholaena lanceolata,yes,Notholaena
Notholaena limitanea,yes,Notholaena
Notholaena newberryi,yes,Notholaena
Notholaena sinuata var. integerrima,no,
Nothopanax arboreus,yes,Nothopanax
Notocactus minimus,yes,Notocactus
Notodon,yes,FABACEAE
Nuphar variegata,yes,Nuphar
Nuytsia,yes,LORANTHACEAE
Nuytsia floribunda,yes,Nuytsia
Ochagavia,yes,BROMELIACEAE
Ochagavia elegans,yes,Ochagavia
Ochna natalitia,yes,Ochna
Ochna ovata,yes,Ochna
Ochroma,yes,MALVACEAE
Ochroma lagopus,yes,Ochroma
Ocimum basilicum var. minimum,no,
Ocimum basilicum var. purpurascens,no,
Ocimum citrodorum,yes,Ocimum
Octomeles,yes,TETRAMELACEAE
Octomeles sumatrana,yes,Octomeles
Odontoglossum bellum,yes,Odontoglossum
Odontoglossum convallarioides,yes,Odontoglossum
Odontoglossum longifolium,yes,Odontoglossum
Odontoglossum longipes,yes,Odontoglossum
Odontoglossum mystacinum,yes,Odontoglossum
Odontoglossum obscurum,yes,Odontoglossum
Odontoglossum reichenheimii,yes,Odontoglossum
Odontoglossum schlieperianum,yes,Odontoglossum
Odontoglossum ureskinneri,yes,Odontoglossum
Oenothera cardiophylla,yes,Oenothera
Oenothera deltoides var. howellii,no,
Oenothera distorta,yes,Oenothera
Oenothera lamarckiana,yes,Oenothera
Oenothera multijuga,yes,Oenothera
Oenothera organensis,yes,Oenothera
Oenothera tanacetifolia,yes,Oenothera
Oenotrichia,yes,DENNSTAEDTIACEAE
Oenotrichia maxima,yes,Oenotrichia
Oftia,yes,SCROPHULARIACEAE
Oftia africana,yes,Oftia
Olearia calcarea,yes,Olearia
Olearia ciliata,yes,Olearia
Olearia furfuracea,yes,Olearia
Olearia megalophylla,yes,Olearia
Olearia myrsinoides,yes,Olearia
Olinia,yes,PENAEACEAE
Olinia cymosa,yes,Olinia
Oncidium asparagoides,yes,Oncidium
Oncidium bicallosum,yes,Oncidium
Oncidium crista-galli,yes,Oncidium
Oncidium cycnicolle,yes,Oncidium
Oncidium englerianum,yes,Oncidium
Oncidium euxanthinum,yes,Oncidium
Oncidium falcipetalum,yes,Oncidium
Oncidium globuliferum,yes,Oncidium
Oncidium guttatum,yes,Oncidium
Oncidium intermedium,yes,Oncidium
Oncidium kramerianum,yes,Oncidium
Oncidium loefgrenii,yes,Oncidium
Oncidium nanum,yes,Oncidium
Oncidium nubigenum,yes,Oncidium
Oncidium oblongatum,yes,Oncidium
Oncidium pentadactylon,yes,Oncidium
Oncidium pulvinatum,yes,Oncidium
Oncidium retusum,yes,Oncidium
Oncidium sanderae,yes,Oncidium
Oncidium serratum,yes,Oncidium
Oncidium stenotis,yes,Oncidium
Oncidium teres,yes,Oncidium
Oncidium varicosum var. rogersii,yes,Oncidium varicosum
Onocleopsis,yes,ASPLENIACEAE
Onocleopsis hintonii,yes,Onocleopsis
Onoseris gnaphalioides,yes,Onoseris
Onoseris odorata,yes,Onoseris
Ophioglossum petiolatum,yes,Ophioglossum
Ophrys,yes,ORCHIDACEAE
Ophrys apifera,yes,Ophrys
Ophrys insectifera,yes,Ophrys
Ophrys speculum,yes,Ophrys
Ophthalmophyllum,yes,AIZOACEAE
Ophthalmophyllum dinteri,yes,Ophthalmophyllum
Ophthalmophyllum friedrichiae,yes,Ophthalmophyllum
Ophthalmophyllum herrei,yes,Ophthalmophyllum
Ophthalmophyllum jacobsenianum,yes,Ophthalmophyllum
Ophthalmophyllum lydiae,yes,Ophthalmophyllum
Ophthalmophyllum maughanii,yes,Ophthalmophyllum
Ophthalmophyllum praesectum,yes,Ophthalmophyllum
Ophthalmophyllum rufescens,yes,Ophthalmophyllum
Ophthalmophyllum schlechteri,yes,Ophthalmophyllum
Ophthalmophyllum triebneri,yes,Ophthalmophyllum
Opilia,yes,OPILIACEAE
OPILIACEAE,no,
Opilia tomentella,yes,Opilia
Opuntia arcei,yes,Opuntia
Opuntia atacamensis,yes,Opuntia
Opuntia comonduensis,yes,Opuntia
Opuntia curassavica,yes,Opuntia
Opuntia ferocior,yes,Opuntia
Opuntia ipatiana,yes,Opuntia
Opuntia laxiflora,yes,Opuntia
Opuntia leptocaulis,yes,Opuntia
Opuntia longispina var. flavidispina,yes,Opuntia longispina
Opuntia macrocentra,yes,Opuntia
Opuntia macrocentra var. martiniana,yes,Opuntia macrocentra
Opuntia mammillata,yes,Opuntia
Opuntia megasperma,yes,Opuntia
Opuntia obliqua,yes,Opuntia
Opuntia ochrocentra,yes,Opuntia
Opuntia pentlandii var. rossiana,no,
Opuntia schottii,yes,Opuntia
Opuntia stanlyi,yes,Opuntia
Opuntia stanlyi var. wrightiana,yes,Opuntia stanlyi
Opuntia tilcarensis,yes,Opuntia
Orchis aristata,yes,Orchis
Orcuttia californica,yes,Orcuttia
Orleanesia,yes,ORCHIDACEAE
Orleanesia peruviana,yes,Orleanesia
Ornithidium schlechterianum,yes,Ornithidium
Ornithocephalus bicornis,yes,Ornithocephalus
Ornithochilus,yes,ORCHIDACEAE
Ornithochilus difformis,yes,Ornithochilus
Ornithogalum pulchrum,yes,Ornithogalum
Ornithogalum schmalhausenii,yes,Ornithogalum
Ornithogalum umbellatum L.,yes,Ornithogalum
Ornithostaphylos,yes,ERICACEAE
Ornithostaphylos oppositifolia,yes,Ornithostaphylos
Orobanche crenata,yes,Orobanche
Orobanche grayana,yes,Orobanche
Orobanche grayana var. violacea,yes,Orobanche grayana
Orobanche pinorum,yes,Orobanche
Orostachys chanetii,yes,Orostachys
Orostachys japonica,yes,Orostachys
Orostachys minuta,yes,Orostachys
Orostachys spinosa,yes,Orostachys
Oroxylum,yes,BIGNONIACEAE
Oroxylum indicum,yes,Oroxylum
Ortegocactus,yes,CACTACEAE
Ortegocactus macdougallii,yes,Ortegocactus
Orthiopteris,yes,SACCOLOMATACEAE
Orthiopteris firma,yes,Orthiopteris
Orthocarpus attenuatus,yes,Orthocarpus
Orthocarpus faucibarbatus subsp. albidus,no,
Orthocarpus pachystachyus,yes,Orthocarpus
Orthrosanthus laxus,yes,Orthrosanthus
Osmanthus americana,yes,Osmanthus
Osmanthus austrocaledonicus,yes,Osmanthus
Osmanthus cymosus,yes,Osmanthus
Osmanthus sandwicensis,yes,Osmanthus
Osmorhiza montana,yes,Osmorhiza
Osmunda lancea,yes,Osmunda
Othonna alba,yes,Othonna
Othonna amplexifolia,yes,Othonna
Othonna capensis L.H. Bailey,yes,Othonna
Othonna euphorbioides,yes,Othonna
Othonna lepidocaulis,yes,Othonna
Othonna minima,yes,Othonna
Othonna pygmaea,yes,Othonna
Othonna quercifolia,yes,Othonna
Othonna sonchifolia,yes,Othonna
Othonna tuberosa,yes,Othonna
Ourisia macrocarpa var. calycina,yes,Ourisia macrocarpa
Owenia,yes,MELIACEAE
Owenia acidula,yes,Owenia
Oxalis alpina,yes,Oxalis
Oxylobium ellipticum,yes,Oxylobium
Oxypetalum,yes,APOCYNACEAE
Oxypetalum coeruleum,yes,Oxypetalum
Pachycarpus dealbatus,yes,Pachycarpus
Pachycarpus schinzianus,yes,Pachycarpus
Pachycereus columna-trajani,yes,Pachycereus
Pachyphyllum,yes,ORCHIDACEAE
Pachyphyllum capitatum,yes,Pachyphyllum
Pachyphyllum distichum,yes,Pachyphyllum
Pachypodium windsorii,yes,Pachypodium
Pachyrhizus tuberosus,yes,Pachyrhizus
Paeonia wittmanniana,yes,Paeonia
Palafoxia linearis,yes,Palafoxia
Palaua velutina,yes,Palaua
Pandanus bernardii,yes,Pandanus
Panicum bulbosum,yes,Panicum
Papuacedrus,yes,CUPRESSACEAE
Papuacedrus papuana,yes,Papuacedrus
Parahebe decora,yes,Parahebe
Parathesis calophylla,yes,Parathesis
Paratrophis,yes,MORACEAE
Paratrophis microphylla,yes,Paratrophis
Pariana,yes,POACEAE
Parodia alacriportana,yes,Parodia
Parodia gracilis,yes,Parodia
Parodia subterranea F. Ritter,yes,Parodia
Paspalum ceresia,yes,Paspalum
Passiflora cumbalensis,yes,Passiflora
Passiflora foetida,yes,Passiflora
Passiflora foetida var. gossypiifolia,yes,Passiflora foetida
Passiflora foetida var. hirsuta,yes,Passiflora foetida
Passiflora punctata,yes,Passiflora
Passiflora quadrangularis,yes,Passiflora
Patersonia occidentalis,yes,Patersonia
Pectinaria saxatilis,yes,Pectinaria
Pectinaria stayneri,yes,Pectinaria
Pectinaria tulipiflora,yes,Pectinaria
Pectocarya,yes,BORAGINACEAE
Pectocarya penicillata,yes,Pectocarya
Pectocarya setosa,yes,Pectocarya
Pedicularis attollens,yes,Pedicularis
Pedicularis dudleyi,yes,Pedicularis
Pedicularis semibarbata,yes,Pedicularis
Pedilanthus smallii,yes,Pedilanthus
Pelargonium abrotanifolium,yes,Pelargonium
Pelargonium endlicherianum,yes,Pelargonium
Pelargonium oblongatum,yes,Pelargonium
Pelargonium papilionaceum,yes,Pelargonium
Pelea,yes,RUTACEAE
Pelea clusiifolia,yes,Pelea
Pellaea atropurpurea (L.) Link,yes,Pellaea
Pellaea falcata,yes,Pellaea
Pellaea goudotii,yes,Pellaea
Pellaea hastata,yes,Pellaea
Pellaea lancifolia,yes,Pellaea
Pellaea longimucronata,yes,Pellaea
Pellaea sagittata var. cordata,yes,Pellaea sagittata
Pellaea viridis,yes,Pellaea
Peltandra sagittifolia,yes,Peltandra
Peltoboykinia tellimoides,yes,Peltoboykinia
Peltophorum africanum,yes,Peltophorum
Pennisetum glaucum,yes,Pennisetum
Pennisetum orientale,yes,Pennisetum
Pennisetum ruppellii,yes,Pennisetum
Pennisetum typhoideum,yes,Pennisetum
Pennisetum villosum,yes,Pennisetum
Penstemon attenuatus,yes,Penstemon
Penstemon confertus,yes,Penstemon
Penstemon laetus subsp. sagittatus,no,
Penstemon menziesii,yes,Penstemon
Penstemon rattanii,yes,Penstemon
Penstemon tracyi D.D. Keck,yes,Penstemon
Pentapera,yes,ERICACEAE
Pentapera sicula,yes,Pentapera
Pentapera sicula var. libanotica,yes,Pentapera sicula
Peperomia afra,yes,Peperomia
Peperomia alata,yes,Peperomia
Peperomia calvicaulis,yes,Peperomia
Peperomia campylotropa,yes,Peperomia
Peperomia cartagoana,yes,Peperomia
Peperomia cerea,yes,Peperomia
Peperomia columnaris,yes,Peperomia
Peperomia cooperi,yes,Peperomia
Peperomia crassulicaulis,yes,Peperomia
Peperomia dolabriformis var. glaucescens,no,
Peperomia dolabriformis var. grandis,no,
Peperomia fieldiana,yes,Peperomia
Peperomia glabella,yes,Peperomia
Peperomia huanucoana,yes,Peperomia
Peperomia hutchisonii,yes,Peperomia
Peperomia lignescens,yes,Peperomia
Peperomia margaritifera,yes,Peperomia
Peperomia muelleri,yes,Peperomia
Peperomia pellucida,yes,Peperomia
Peperomia quadratifolia,yes,Peperomia
Peperomia reflexa,yes,Peperomia
Peperomia reptilis,yes,Peperomia
Peperomia riosaniensis,yes,Peperomia
Peperomia serpens,yes,Peperomia
Peperomia similis,yes,Peperomia
Peperomia trinervis,yes,Peperomia
Pereskia cubensis,yes,Pereskia
Pereskia diaz-romeroana,yes,Pereskia
Pereskiopsis aquosa,yes,Pereskiopsis
Perezia nudicaulis,yes,Perezia
Pergularia,yes,APOCYNACEAE
Pergularia daemia,yes,Pergularia
Peristrophe,yes,ACANTHACEAE
Peristrophe speciosa,yes,Peristrophe
Pernettya pumila var. leucocarpa,no,
Perovskia,yes,LAMIACEAE
Perovskia abrotanoides,yes,Perovskia
Perriera,yes,SIMAROUBACEAE
Persoonia striata,yes,Persoonia
Persoonia toru,yes,Persoonia
Petasites palmatus,yes,Petasites
Petiveria,yes,PETIVERIACEAE
Petiveria alliacea,yes,Petiveria
PETIVERIACEAE,no,
Petrophile conifera,yes,Petrophile
Petrophile ericifolia,yes,Petrophile
Petrophile linearis,yes,Petrophile
Petrophile shirleyae,yes,Petrophile
Petrophile striata,yes,Petrophile
Petroselinum sativum,yes,Petroselinum
Peucedanum capense,yes,Peucedanum
Peucedanum cordatum,yes,Peucedanum
Phacelia campanularia subsp. vasiformis,no,
Phacelia dalesiana,yes,Phacelia
Phacelia greenei,yes,Phacelia
Phacelia minor,yes,Phacelia
Phacelia mutabilis,yes,Phacelia
Phacelia parryi,yes,Phacelia
Phaedranassa megistophylla,yes,Phaedranassa
Phaius pulcher,yes,Phaius
Phalaenopsis aphrodite,yes,Phalaenopsis
Phalaris tuberosa,yes,Phalaris
Phanerophlebia,yes,POLYPODIACEAE
Phanerophlebia auriculata,yes,Phanerophlebia
Phaseolus calcaratus,yes,Phaseolus
Phebalium,yes,RUTACEAE
Phebalium canaliculatum,yes,Phebalium
Phellodendron,yes,RUTACEAE
Phellodendron lavalleei,yes,Phellodendron
Phlox speciosa subsp. occidentalis,no,
Phoenix pusilla,yes,Phoenix
Pholidota parviflora,yes,Pholidota
Phoradendron flavescens var. macrophyllum,no,
Photinia arbutifolia,yes,Photinia
Photinia benthamiana,yes,Photinia
Photinia glabra,yes,Photinia
Photinia prunifolia,yes,Photinia
Photinopteris,yes,POLYPODIACEAE
Photinopteris speciosa,yes,Photinopteris
Phreatia,yes,ORCHIDACEAE
Phreatia goodspeediana,yes,Phreatia
Phreatia pseudothompsonii,yes,Phreatia
Phthirusa,yes,LORANTHACEAE
Phthirusa pyrifolia,yes,Phthirusa
